Timestamp;CPU Usage (%);Mem Usage (MiB);Mem Usage (KiB);Virtual Mem (MiB);Virtual Mem (KiB);Threads;Page Faults
2024-01-16 02:23:05;0;7;7584;1990;2037820;2;4194304
2024-01-16 02:23:06;29.5567;142;145952;268342;274782264;26;1077936128
2024-01-16 02:23:07;7.71084;157;160860;268414;274856688;26;1077936128
2024-01-16 02:23:08;0;157;160860;268414;274856688;26;1077936128
2024-01-16 02:23:09;0;157;160860;268414;274856688;26;1077936128
2024-01-16 02:23:10;12.8019;161;165312;268414;274856692;26;1077936128
2024-01-16 02:23:11;11.3022;164;168364;268414;274856700;26;1077936128
2024-01-16 02:23:12;2.92683;165;169332;268415;274856964;26;1077936128
2024-01-16 02:23:13;0;165;169332;268415;274856964;26;1077936128
2024-01-16 02:23:14;0;165;169332;268415;274856964;26;1077936128
2024-01-16 02:23:16;0.238663;165;169564;268415;274856960;26;1077936128
2024-01-16 02:23:17;0;165;169564;268415;274856960;26;1077936128
2024-01-16 02:23:18;0;165;169564;268415;274856960;26;1077936128
2024-01-16 02:23:19;0;165;169564;268415;274856960;26;1077936128
2024-01-16 02:23:20;0;165;169544;268414;274856944;25;1077936128
2024-01-16 02:23:21;0.239808;165;169540;268415;274856960;26;1077936128
2024-01-16 02:23:22;0;165;169540;268414;274856952;26;1077936128
2024-01-16 02:23:23;0;165;169540;268414;274856952;26;1077936128
2024-01-16 02:23:24;0;165;169540;268414;274856952;26;1077936128
2024-01-16 02:23:25;0;165;169540;268414;274856952;26;1077936128
2024-01-16 02:23:26;0;165;169540;268414;274856952;26;1077936128
2024-01-16 02:23:27;0.238095;165;169608;268414;274856936;25;1077936128
2024-01-16 02:23:28;0;165;169608;268414;274856936;25;1077936128
2024-01-16 02:23:29;0;165;169608;268414;274856936;25;1077936128
2024-01-16 02:23:30;0;165;169608;268414;274856936;25;1077936128
2024-01-16 02:23:31;0;165;169592;268414;274856904;23;1077936128
2024-01-16 02:23:32;0.242718;165;169672;268406;274848692;22;1077936128
2024-01-16 02:23:33;0;165;169672;268406;274848692;22;1077936128
2024-01-16 02:23:34;0;165;169672;268406;274848692;22;1077936128
2024-01-16 02:23:35;0;165;169632;268398;274840480;21;1077936128
2024-01-16 02:23:36;0.485437;166;170672;268398;274840516;23;1077936128
2024-01-16 02:23:37;0;166;170672;268398;274840516;23;1077936128
2024-01-16 02:23:38;0;166;170672;268398;274840516;23;1077936128
2024-01-16 02:23:39;0;166;170672;268398;274840516;23;1077936128
2024-01-16 02:23:40;0;166;170648;268398;274840500;22;1077936128
2024-01-16 02:23:41;0;166;170648;268398;274840500;22;1077936128
2024-01-16 02:23:42;0;166;170648;268398;274840500;22;1077936128
2024-01-16 02:23:43;0;166;170648;268398;274840500;22;1077936128
2024-01-16 02:23:45;0;166;170648;268398;274840500;22;1077936128
2024-01-16 02:23:46;0;166;170648;268398;274840516;23;1077936128
2024-01-16 02:23:47;0;166;170644;268398;274840512;23;1077936128
2024-01-16 02:23:48;0;166;170644;268398;274840512;23;1077936128
2024-01-16 02:23:49;0;166;170644;268398;274840512;23;1077936128
2024-01-16 02:23:50;0;166;170644;268398;274840512;23;1077936128
2024-01-16 02:23:51;0;166;170644;268398;274840496;22;1077936128
2024-01-16 02:23:52;0.238663;166;170644;268398;274840496;22;1077936128
2024-01-16 02:23:53;0;166;170644;268398;274840496;22;1077936128
2024-01-16 02:23:54;0;166;170644;268398;274840496;22;1077936128
2024-01-16 02:23:55;0;166;170644;268398;274840496;22;1077936128
2024-01-16 02:23:56;0;166;170620;268398;274840496;22;1077936128
2024-01-16 02:23:57;0;166;170620;268398;274840496;22;1077936128
2024-01-16 02:23:58;0;166;170620;268398;274840496;22;1077936128
2024-01-16 02:23:59;0;166;170620;268398;274840496;22;1077936128
2024-01-16 02:24:00;0;166;170620;268398;274840496;22;1077936128
2024-01-16 02:24:01;0;166;170624;268398;274840480;21;1077936128
2024-01-16 02:24:02;0.970874;166;170652;268398;274840500;22;1077936128
2024-01-16 02:24:03;0;166;170652;268398;274840500;22;1077936128
2024-01-16 02:24:04;0;166;170652;268398;274840500;22;1077936128
2024-01-16 02:24:05;0;166;170652;268398;274840500;22;1077936128
2024-01-16 02:24:06;0.242131;166;170648;268398;274840512;23;1077936128
2024-01-16 02:24:07;0;166;170648;268398;274840512;23;1077936128
2024-01-16 02:24:08;0;166;170648;268398;274840512;23;1077936128
2024-01-16 02:24:09;0;166;170648;268398;274840512;23;1077936128
2024-01-16 02:24:10;0;166;170648;268398;274840496;22;1077936128
2024-01-16 02:24:11;0;166;170648;268398;274840496;22;1077936128
2024-01-16 02:24:12;0;166;170648;268398;274840496;22;1077936128
2024-01-16 02:24:13;0;166;170648;268398;274840496;22;1077936128
2024-01-16 02:24:14;0;166;170648;268398;274840496;22;1077936128
2024-01-16 02:24:15;0;166;170648;268398;274840512;23;1077936128
2024-01-16 02:24:16;0.246305;166;170656;268398;274840516;23;1077936128
