Timestamp;CPU Usage (%);Mem Usage (MiB);Mem Usage (KiB);Virtual Mem (MiB);Virtual Mem (KiB);Threads;Page Faults
2024-01-15 20:41:51;0;7;7796;1990;2037824;2;4194304
2024-01-15 20:41:52;8.57318;160;163848;268702;275151380;31;1077936128
2024-01-15 20:41:53;2.22085;168;172920;268702;275151740;30;1077936128
2024-01-15 20:41:54;0;168;172920;268702;275151740;30;1077936128
2024-01-15 20:41:55;0;168;172920;268702;275151740;30;1077936128
2024-01-15 20:41:56;0;168;172920;268702;275151740;30;1077936128
2024-01-15 20:41:57;0;168;172928;268702;275151724;29;1077936128
2024-01-15 20:41:58;0.0616903;168;172928;268702;275151744;30;1077936128
2024-01-15 20:41:59;0;168;172928;268702;275151744;30;1077936128
